dataset	x	y
star	41.7402438167	17.8293243101
star	39.3118718889	15.6407169743
star	41.6798476925	17.7459190133
star	39.0874644519	15.1223039378
star	41.4815028637	18.0474374446
star	77.6060865492	15.1628725383
star	75.9826615205	16.3069223786
star	76.9457572424	15.858478334
star	77.5437200743	15.253949149
star	77.5847398447	15.8300393854
star	76.8223042562	15.5951653195
star	77.3485716647	15.7745292395
star	77.5731526867	14.7806458332
star	77.9726106776	14.9556987461
star	41.5289197586	24.9164251896
star	43.7225508034	19.0773278036
star	79.3260781751	52.9003912897
star	56.6639740815	87.9401250067
star	57.8217892319	90.6931665489
star	58.2431718991	92.1043278652
high_lines	57.6132335477	83.9051707998
high_lines	51.2743918205	82.8179829379
high_lines	50.7538984114	76.7541289533
high_lines	37.0211840116	81.954469997
high_lines	42.8817550897	80.1847700514
high_lines	37.1557104777	84.9541114129
high_lines	38.7318581261	83.7893564281
high_lines	31.0005254108	82.5794805962
high_lines	25.9854996226	74.3493875478
high_lines	23.7145662909	75.0980490792
high_lines	23.077319507	71.7205396747
high_lines	24.9391368744	72.5802858084
high_lines	17.8934987136	71.1096873431
high_lines	23.6730818572	64.8708391385
high_lines	23.7490719056	63.557171895
high_lines	32.2151786343	65.6009580191
high_lines	29.4368412489	67.5545281141
high_lines	40.0500951983	71.8890335708
high_lines	37.5747950188	69.9887444412
high_lines	49.3104686263	67.1687603206
high_lines	47.3480185524	72.5916115408
high_lines	50.157414434	71.1617258246
high_lines	58.2100082697	68.0445380719
high_lines	56.6089076561	70.4089460888
high_lines	52.8338205303	72.5518862725
high_lines	61.8185854576	76.1128240228
high_lines	61.7276334143	77.0692384058
high_lines	62.1922520815	76.1568192103
high_lines	58.1187658587	73.1189614684
high_lines	58.2704123843	35.5968950425
high_lines	59.7665303129	32.6212516009
high_lines	52.5355347207	27.1741229419
high_lines	50.8925215809	29.1452839382
high_lines	49.9675511775	28.4602033343
high_lines	51.3478832298	27.3642602259
high_lines	37.5551162883	24.5376638386
high_lines	39.1995941778	23.6804956588
high_lines	36.3827221955	25.2380052325
high_lines	41.1006943822	26.5526132161
high_lines	28.2178118248	28.2802924847
high_lines	33.7970720433	28.6997507433
high_lines	43.9193873055	27.7978445882
high_lines	44.4164011084	28.9476923345
high_lines	28.0376027706	26.8038243613
high_lines	31.6895761296	26.6664002089
high_lines	27.2796128523	19.2572809685
high_lines	31.2218783581	26.4408557812
high_lines	33.5458051034	20.0807081014
high_lines	39.7363306065	23.4948069772
high_lines	42.8418426525	20.3339004396
high_lines	47.0937298879	26.9934706312
high_lines	51.4536583539	26.0229417521
high_lines	49.3677068167	22.005580703
high_lines	48.2534809736	29.2708555331
high_lines	61.0029597643	30.0153144324
high_lines	60.8065608049	27.8683134861
high_lines	59.0674270249	26.7882840217
high_lines	61.4146337175	31.0393750583
high_lines	68.9343694692	31.6198930866
high_lines	63.0652438592	34.2357465852
high_lines	72.2725228706	67.6444437851
high_lines	75.3598819664	75.4216145799
high_lines	72.8336258709	72.1146938095
high_lines	70.8104148392	79.3504618327
high_lines	45.8019347617	81.6582677456
high_lines	45.835020171	82.7425919919
high_lines	40.0788064496	80.2471852579
high_lines	51.9829247003	82.2043834675
high_lines	57.337906053	84.9995188696
high_lines	62.3362327624	83.2465678988
high_lines	58.5059100905	81.7455863409
high_lines	56.2479351377	83.513949493
high_lines	55.4065208295	80.2666719669
high_lines	53.2839688423	84.2635992213
high_lines	44.6767615455	80.2382855483
high_lines	30.0112642472	68.1467563743
high_lines	29.7452539206	74.4045268347
high_lines	37.3099483549	72.5861552003
high_lines	61.1359469093	82.5375693646
high_lines	61.7206191907	85.7056934492
high_lines	63.6093798555	83.3600288362
high_lines	70.7237162322	87.1522075165
high_lines	75.0063926418	82.4258351563
high_lines	75.0925497814	83.4373907092
high_lines	70.3279291834	82.0293546968
high_lines	70.8633308324	79.4081747457
high_lines	75.7799048195	79.8861994199
high_lines	78.0936590733	77.759558184
high_lines	76.7457612243	71.9733600919
high_lines	78.4646034437	69.7493008209
high_lines	76.7456848486	70.0440572588
high_lines	85.161682187	65.5124047088
high_lines	91.8083525691	34.9655944844
high_lines	91.8874485924	34.7692538555
high_lines	92.2484016622	32.3771544295
high_lines	91.782532741	34.3842946521
high_lines	96.0805193672	28.0536005018
high_lines	92.2478988278	28.0707514904
high_lines	57.662276619	24.0606079328
high_lines	59.8469248931	26.1777124879
high_lines	64.0670962137	27.7765005568
high_lines	60.9815013975	23.9342981582
high_lines	59.9670579092	26.8025832185
high_lines	62.7074541119	21.9955085787
high_lines	69.1952352018	22.709792166
high_lines	65.5923626471	20.6941731019
high_lines	64.6170985343	22.4431455531
high_lines	59.191159132	17.767901807
high_lines	55.8396313724	21.6185696663
high_lines	59.0007586238	21.1710074885
high_lines	56.4593711284	25.1445642082
high_lines	52.3581053558	19.4170541222
high_lines	51.8116637782	17.0334945954
high_lines	54.222845621	19.503665544
high_lines	49.0187553996	23.4892740197
high_lines	35.6535812004	17.5145080595
high_lines	46.965785757	16.7892016247
high_lines	49.5842392555	16.7579160147
high_lines	51.8562999655	21.969084007
high_lines	55.9528886329	16.7897576048
high_lines	51.6637862607	19.9251251977
high_lines	45.8596693166	17.1289036754
high_lines	39.7403795202	18.7410514146
high_lines	52.8112216438	17.8549881176
high_lines	56.7891043639	17.3061155207
high_lines	54.1145317806	17.6735343896
high_lines	55.571119732	17.369574581
high_lines	65.3064624975	18.1973548277
high_lines	66.9907491546	17.2228706509
high_lines	72.1567189391	16.8142747914
high_lines	70.9805804021	17.15575228
high_lines	72.2220822073	19.3692816955
high_lines	79.7001583481	20.740218365
high_lines	64.2491606461	14.9139624607
high_lines	66.9432914334	20.1891325034
high_lines	66.9416766634	18.2435093914
high_lines	39.6482666468	22.7313663718
high_lines	37.9497836858	26.5217492344
high_lines	86.5043905611	34.8940252874
high_lines	50.8154853559	78.950838805
high_lines	51.1834666638	85.1288546497
high_lines	40.8638552293	82.9261452983
dots	51.1479167122	90.8674123313
dots	50.5171258092	89.1023945866
dots	50.2074801993	85.4600473951
dots	50.0694819181	83.0576695262
dots	50.5628463386	82.9378217764
dots	50.288527801	82.9752535659
dots	25.5834750822	82.9148911324
dots	25.4835833896	82.929084979
dots	25.4435257049	82.8742004973
dots	25.5651134237	82.9240977704
dots	25.9288442731	82.8211841087
dots	27.5514782612	51.4873865306
dots	27.5304663693	51.4148465629
dots	27.0955703605	52.0767994399
dots	27.4392496133	51.7120790527
dots	27.8782642594	50.70890793
dots	27.3388689181	51.6530467544
dots	27.6784029741	51.1819891691
dots	52.6356576791	51.4185522584
dots	52.0252141055	52.1230110467
dots	52.8811647904	50.6215547554
dots	52.9526073133	50.0747390118
dots	52.5205524936	51.5024421035
dots	52.3428220582	51.8619520908
dots	51.9275902141	52.2577906065
dots	52.7137744894	51.1979443188
dots	50.4438027888	82.9418288173
dots	50.2166950326	83.7523429676
dots	52.1841801076	51.9752506714
dots	52.7920973459	51.0733956509
dots	52.5897198565	51.338090196
dots	52.0288486671	52.1768375002
dots	52.729246581	51.2017650475
dots	52.8843132864	50.4414354501
dots	52.5093008862	51.4162051508
dots	50.8626843321	17.1456310914
dots	50.8914922458	17.1413237277
dots	25.8551275976	17.0819086886
dots	26.0256445518	16.9250135319
dots	27.8931727187	50.6619634101
dots	27.6399679354	51.3990974838
dots	27.892658895	50.7952815163
dots	52.7977329399	50.6860370901
dots	27.5806388053	51.5247612607
dots	26.4913985349	17.4053909738
dots	25.9853178159	17.203722132
dots	26.2014192753	17.0938239128
dots	25.8575694746	17.113842659
dots	50.7046843629	17.0237445436
dots	50.8119753465	17.1149252621
dots	50.5648455577	17.0777773216
dots	50.9393039127	16.981021883
dots	50.4588548392	17.0385789686
dots	52.9013640729	50.6905627231
dots	52.6849534438	51.2944692191
dots	52.500088943	51.594356165
dots	51.8356372562	52.3357655339
dots	76.9954121013	52.0455286534
dots	77.310600475	51.7467300374
dots	77.9260443352	50.3186604237
dots	77.2543883433	51.4618248152
dots	76.2431578028	52.1236898503
dots	77.0844843669	51.9671367003
dots	75.2280531954	82.9856620201
dots	50.6583547714	83.1144793358
dots	50.2033658114	82.9826568621
dots	50.9295476993	82.8460411252
dots	50.1786718465	83.1846223323
dots	50.422698058	82.9099014671
dots	50.4642248341	82.9353284131
dots	50.4492703306	83.9699203811
dots	49.9283802752	82.9936654888
dots	50.4880136436	83.0995191232
dots	49.9649053793	83.7083177013
dots	50.7521082559	82.9019500961
dots	27.4224292143	51.4388762325
dots	27.6740833991	51.3041121452
dots	27.5373953151	51.5936540762
dots	52.2633473764	94.2493278274
dots	51.7372816586	92.9791175339
dots	75.8709636929	88.3864417377
dots	75.2443262052	83.9034973788
dots	75.1982952889	83.4623033365
dots	75.7010415321	82.9194588559
dots	75.4793396586	82.8840513891
dots	75.1945668739	82.9321157846
dots	74.8202539551	82.9623887856
dots	75.1643404933	83.0349971693
dots	75.2633555474	82.9452793018
dots	77.7564189331	51.1517703255
dots	77.9544350549	50.4755789715
dots	77.0833377719	52.1577992662
dots	76.0635502513	52.1046520613
dots	77.6820163247	51.1656378096
dots	76.8780819814	51.8675622958
dots	76.9485027211	51.9075165439
dots	77.8640547124	49.6625455341
dots	75.7714500936	17.1112512057
dots	52.3315691301	51.8788603463
dots	52.5928183721	51.3915915185
dots	50.4770477213	17.0482894119
dots	75.2964750909	17.0156531888
dots	75.573954129	17.0621921415
dots	75.4005271583	17.0411068868
dots	75.8709908356	17.1348939075
dots	75.6058847579	17.0677230553
dots	75.8955770466	17.1699497051
dots	75.7465632023	17.1057165115
dots	75.1423414811	16.7549238932
dots	50.6617795563	17.0781405153
dots	50.6998506392	17.0851843836
dots	50.9189408654	17.1476047571
dots	50.7252585405	16.9074698083
dots	51.2638712274	17.1623497098
dots	51.2509196468	17.2404558616
dots	50.7851572052	17.1801964842
dots	50.5013965822	17.1057707188
dots	50.7336745372	16.9929634144
dots	50.7113785398	17.0883158538
dots	50.8127448984	16.5727180506
dots	51.014232955	17.2210955293
dots	50.3535214052	17.0647430794
dots	50.4355295722	17.0651685025
dots	50.6309819633	17.0765223454
dots	51.0668072036	17.2088597095
dots	50.7923547263	17.2042143387
dots	50.5512780561	17.0846551833
dots	50.5597580562	17.0938837744
dots	75.3259785471	15.7718919896
dots	75.04472578	17.0042622562
dots	75.2870877232	16.1749349097
dots	75.2399699777	17.0318474866
dots	75.1524592023	17.0049424015
dots	75.9618400861	16.6948422289
dots	75.4480625064	17.0451494125
dots	75.7593838168	16.9429296545
dots	50.378262298	16.9462798113
dots	50.5336350094	17.0195813691
dots	77.5009073165	50.1669859475
dots	50.6911241884	87.5139604241
dots	49.9903949511	83.997356924
dots	50.1271820272	82.990749996
circle	55.9930301513	79.2772636977
circle	50.0322537946	79.013071199
circle	51.2884586593	82.4359398425
circle	51.1705368873	79.1652941091
circle	44.3779145287	78.1646280036
circle	45.0102700721	77.8808631153
circle	48.559816719	78.7883706035
circle	42.1422682922	76.8806345544
circle	41.0269715735	76.4095884613
circle	34.5753090115	72.7248411845
circle	31.1686007236	69.2454213193
circle	32.6442540714	70.7325550334
circle	26.6666456539	62.9809712052
circle	26.4592623274	62.6346733709
circle	25.5380076465	60.6302361093
circle	26.3207111933	62.3962811186
circle	26.1633874648	62.0268148985
circle	25.2137904611	60.2733986018
circle	26.8595295604	63.1418346727
circle	31.7606691716	69.7976553936
circle	39.7932905744	75.8079642168
circle	45.6174391854	78.1199702277
circle	53.7714606827	79.3029316435
circle	56.4514336733	79.2471070208
circle	66.0937201989	77.0178182606
circle	56.9258394194	79.2063186226
circle	58.9882538467	78.9172589554
circle	57.9022660533	79.0808678187
circle	64.8128669568	77.4869389235
circle	60.3497935166	78.7294458673
circle	48.890555756	16.8065435154
circle	47.549506348	17.0714045245
circle	30.8894308257	26.3290372348
circle	28.972835724	29.0504689185
circle	35.1613607523	22.7868496473
circle	45.8703691685	17.4893933655
circle	32.8314206076	24.7975381459
circle	39.4855747899	20.0330500489
circle	33.4461829314	24.1906434075
circle	21.8635812756	46.0525933457
circle	25.1658708449	35.7666139539
circle	22.9594789762	51.2877067934
circle	25.5860552415	60.8465833585
circle	26.3143100672	33.2971681038
circle	33.037301251	24.5644624921
circle	36.4688894772	21.8761144725
circle	26.5135531009	32.9187498178
circle	36.0270912125	22.1954385395
circle	42.6810404129	18.5425361977
circle	45.0410771273	17.7345177303
circle	47.3524164557	17.1347454264
circle	53.8461940322	16.3873180961
circle	55.1296393835	16.3532468711
circle	52.1881199617	16.4182174652
circle	58.6726630845	16.6633724322
circle	82.1443116037	33.1952218669
circle	75.6865711383	24.7415103908
circle	85.344964503	52.886419866
circle	83.8446535127	58.6160602305
circle	85.66476066	45.5427527692
circle	77.931004934	68.6900618808
circle	73.0318330209	73.12057473
circle	70.1028044999	75.6832068542
circle	57.1446946889	79.1941025922
circle	46.9624619942	78.6665589963
circle	50.5649338128	79.0772985529
circle	53.7196765696	79.306936167
circle	54.2002323226	79.3250023354
circle	47.875198343	78.6758534295
circle	51.4734585149	79.1598669963
circle	52.7512222162	79.2936599344
circle	48.5622230047	78.7823835275
circle	53.0812416908	79.2972507654
circle	56.475383374	79.1678400979
circle	49.570911405	79.0381238831
circle	37.6277032991	74.5575043418
circle	32.2637000863	70.3166389012
circle	32.542380336	70.7024172063
circle	52.8250171923	85.5781338795
circle	58.5282895407	78.9787042541
circle	56.265834263	79.2529394854
circle	57.0758924193	79.1939225382
circle	54.2564023808	79.3138648504
circle	62.6856712475	78.1747432719
circle	68.0856058616	76.1123175001
circle	65.1181219632	77.3991884543
circle	68.7456312971	75.7900554548
circle	63.0902251412	78.041409495
circle	77.2045893204	69.3121497658
circle	82.0339084758	62.6818697859
circle	81.5779459183	63.8949255005
circle	85.1801432805	53.7816766607
circle	84.2868249936	57.2561680896
circle	85.6224867126	45.0241658646
circle	85.6044990156	50.7623379055
circle	84.4247858276	38.761410164
circle	85.570985078	44.5600964397
circle	84.6267242006	39.4870775084
circle	73.3961549252	22.8162479426
circle	73.5074477338	22.8569887644
circle	63.3564881135	17.7240688424
circle	72.9590468722	22.5114998325
circle	64.0208416469	17.8835812521
circle	61.124463241	17.1163533592
circle	75.6742073297	24.7825009657
circle	69.5135831574	20.2793578927
circle	58.5721354669	16.642703808
circle	70.9819409865	21.1458881039
circle	65.2230303973	18.3971951223
circle	65.3150439093	18.3337482986
circle	64.0102406778	17.9244781912
circle	57.1409359294	16.5986105437
circle	56.3651532552	16.3265463742
circle	43.046183241	18.4025593948
circle	52.0817555582	16.4538745312
circle	42.8790365154	18.4894110252
circle	51.5669948027	16.4857136372
circle	58.8391251216	16.6376352154
circle	60.7557891374	17.0332315064
circle	54.7611561181	16.3661890954
circle	53.5699050003	16.3397125506
circle	48.9146182416	16.7986370826
circle	52.6461373069	16.3848363836
circle	49.8384929905	16.6763302777
circle	52.6840664009	16.4079627826
circle	65.8072190346	18.1407649473
circle	60.6739209233	17.0518023644
circle	63.394712866	17.7005351354
circle	64.8020094467	18.2168786335
circle	65.0259398087	18.2878245002
circle	65.7555515404	18.5162158303
circle	69.9677341245	20.5389887758
circle	68.8927840241	20.0324488429
circle	61.8265465579	17.2696554452
circle	60.7879700808	17.0462048583
circle	61.9156096372	17.2821912228
circle	45.0289975331	17.7244473049
circle	39.9213628084	19.7018495281
circle	84.7942778751	55.5686503735
circle	55.6629587449	83.3564796243
circle	50.4922475132	78.997532065
circle	51.4671011416	79.2018445773
bullseye	51.2038911373	83.3397766053
bullseye	58.9744699018	85.499817612
bullseye	51.8720726696	85.8297376348
bullseye	48.1799307865	85.0451167372
bullseye	41.6832004024	84.0179406019
bullseye	37.8904155015	82.5674929978
bullseye	39.5489736947	80.812601774
bullseye	39.6495738769	82.6645338713
bullseye	34.7505970472	80.0110909897
bullseye	27.560835291	72.8478255927
bullseye	24.6355399754	71.6107148256
bullseye	20.9594648125	66.0414983826
bullseye	20.6891490538	62.7213052064
bullseye	19.2882047369	62.0630593582
bullseye	20.0245005746	61.3426238695
bullseye	35.4695229971	43.1158849517
bullseye	36.8943276507	47.7065559687
bullseye	39.0555497751	55.5469737131
bullseye	46.9570801494	65.2404073935
bullseye	37.3104527352	45.2587508999
bullseye	40.0096720019	60.9865825077
bullseye	48.0143866846	65.7128195934
bullseye	53.7037759268	66.3894820363
bullseye	63.0674998921	64.0350004581
bullseye	62.0480325076	63.8458632494
bullseye	59.8399667124	64.4767644437
bullseye	55.1609418175	65.2373081694
bullseye	61.2797865792	65.766402504
bullseye	60.8349175348	64.6037697063
bullseye	61.5205906458	64.7918550418
bullseye	36.916543863	41.0952474383
bullseye	38.5021996714	41.5671556174
bullseye	48.6643707344	30.6806668519
bullseye	50.2852524042	30.3379221051
bullseye	42.276332666	34.5276361236
bullseye	54.0317756204	29.6723483149
bullseye	37.3293552552	39.6020423074
bullseye	41.389522551	37.2960562328
bullseye	40.0746666572	34.6236852027
bullseye	35.3496806211	47.1410731332
bullseye	34.7637004189	47.6247999245
bullseye	37.0266294472	44.4622930512
bullseye	36.4555695327	40.791843032
bullseye	35.5376642131	48.7293868661
bullseye	20.4089478892	32.2030304205
bullseye	23.4957104659	25.3224681542
bullseye	29.5575433634	21.3647774591
bullseye	33.0082339121	15.9850714584
bullseye	53.9803991821	29.3509867092
bullseye	52.2343086004	29.7116729865
bullseye	59.5030766063	30.6696739448
bullseye	41.1637810689	34.3157582514
bullseye	48.9930401201	32.0303588363
bullseye	59.2692803248	29.6407017654
bullseye	45.4691770035	33.8311927323
bullseye	62.6912665406	30.2903738312
bullseye	73.4286708654	48.5778551303
bullseye	70.846426107	52.282253331
bullseye	71.5390198495	45.5218061588
bullseye	67.6208658884	38.0065584658
bullseye	72.4709525633	51.1221348241
bullseye	64.8122375621	62.8109155873
bullseye	60.8536798727	65.4991470327
bullseye	67.7894961571	61.3637015467
bullseye	41.6095572691	83.8486865559
bullseye	53.0030253202	84.6747986012
bullseye	54.7141710591	84.0431280734
bullseye	44.2916687157	82.9094412144
bullseye	49.1917219555	85.8762291224
bullseye	53.1013817819	84.5476586881
bullseye	51.599848153	84.8198214898
bullseye	54.3797219484	84.2403555494
bullseye	46.4807681047	83.518211666
bullseye	53.174656268	84.2605679876
bullseye	45.272002941	85.2370794195
bullseye	36.03340215	53.371687755
bullseye	28.2711941653	72.840231257
bullseye	25.0548060847	71.5485979221
bullseye	64.7588870014	82.3152236405
bullseye	63.1445274767	85.2366963264
bullseye	50.4246786898	85.1747475891
bullseye	70.6449962629	82.4309187567
bullseye	63.1490490834	83.9468553485
bullseye	62.8240245172	84.9661859507
bullseye	70.236869515	82.1711510621
bullseye	70.0427352449	80.3850213547
bullseye	72.5706234458	80.9712184346
bullseye	75.1307160373	79.9840931403
bullseye	83.2939057345	70.7784317876
bullseye	79.6642622775	73.9323097157
bullseye	88.4321025254	64.6242470023
bullseye	89.1155590082	64.0015066388
bullseye	89.0921976305	57.768193047
bullseye	91.7260057727	52.6233532573
bullseye	91.7355387598	48.9702108877
bullseye	91.5078881747	53.3126520851
bullseye	88.239001904	31.4774348786
bullseye	88.5305192041	30.4760310098
bullseye	55.3651603364	30.4458502777
bullseye	62.5602588694	30.4471356661
bullseye	58.0066691227	30.2537212987
bullseye	55.0671179917	29.0115351997
bullseye	61.6147759612	29.9943911942
bullseye	68.5431435378	35.6578321706
bullseye	77.7061096487	20.3042601852
bullseye	68.4530459999	13.0355285908
bullseye	68.2572064402	12.3846391542
bullseye	70.2554746739	13.2503849689
bullseye	65.0443252778	11.0008414785
bullseye	60.0922466078	11.8721117093
bullseye	52.9920289667	9.90666848335
bullseye	50.1446289773	12.2115430946
bullseye	46.5086141932	11.2071344881
bullseye	43.8070319612	11.3189448865
bullseye	57.8178546865	10.9451424306
bullseye	50.9404926595	9.69154713447
bullseye	63.4973230835	11.9140691707
bullseye	50.0164829541	11.9338520864
bullseye	58.6367650809	11.9747210652
bullseye	54.7302890863	11.4128826732
bullseye	65.8755478023	11.7324363627
bullseye	57.0609827131	9.92056085444
bullseye	46.819907946	10.4946526804
bullseye	38.3593948725	13.431322624
bullseye	47.3154157773	12.853451784
bullseye	55.0519165396	11.9499886181
bullseye	50.5159602579	9.76559162187
bullseye	49.6774146514	10.3831325083
bullseye	67.2806595188	14.1286515323
bullseye	66.1730182606	12.0379170217
bullseye	61.0885441374	10.0845344144
bullseye	66.0530857731	13.3802260073
bullseye	72.6699892655	15.2342259409
bullseye	61.503472503	10.8284144754
bullseye	68.995028632	13.9943105293
bullseye	78.2499161658	17.8832409068
bullseye	36.4819805699	15.1627600944
bullseye	50.9677483784	29.6797742875
bullseye	91.1910536059	46.6743428399
bullseye	55.8637684939	85.3364867573
bullseye	49.2805947987	84.0488228306
bullseye	43.3685015447	84.3321772039
slant_up	47.6952008891	95.2411869282
slant_up	44.6099759113	93.075835032
slant_up	43.8563814822	94.0858717713
slant_up	41.5789293984	90.3035665387
slant_up	49.1774185559	96.6105324538
slant_up	42.6522509813	90.5606397307
slant_up	30.1233318217	81.1442953304
slant_up	31.915519986	79.7904134869
slant_up	27.8877193574	75.4455759934
slant_up	27.5482344526	75.1647590544
slant_up	20.2097781637	67.5166420988
slant_up	24.4434528292	54.4736551228
slant_up	24.6308301331	53.3957388998
slant_up	21.0379688969	49.829299645
slant_up	27.106242932	54.7195531488
slant_up	28.0896176553	60.512212549
slant_up	31.1357349152	61.4319127116
slant_up	37.700837521	68.4184052804
slant_up	43.3926884016	43.5975940692
slant_up	51.2623974761	49.6665051258
slant_up	43.2867129203	43.0568603208
slant_up	55.9059162338	54.2526725342
slant_up	50.198958949	52.2250295948
slant_up	55.761587372	54.0305172396
slant_up	58.3231396505	60.0310591646
slant_up	70.171457528	70.2822212385
slant_up	60.600276471	59.7533088802
slant_up	63.7602750188	61.1856411696
slant_up	54.3894952619	53.811901225
slant_up	55.2412969947	52.5935746267
slant_up	49.0701267502	48.8969446811
slant_up	46.0181190216	46.2577233718
slant_up	44.7595874356	41.9746066134
slant_up	51.6006241332	50.0324668853
slant_up	36.4658820182	35.5241876075
slant_up	33.3947987327	35.0168013145
slant_up	37.5800715749	38.8315722007
slant_up	36.619722059	36.8114141094
slant_up	36.1634664356	33.819314199
slant_up	33.1677570349	31.2477411672
slant_up	42.6449829318	40.1543216386
slant_up	47.2250252695	44.5756466185
slant_up	48.3923630032	50.3315285645
slant_up	27.2451932001	29.8195074488
slant_up	30.4043143388	29.0795399241
slant_up	30.0807992865	27.5880255173
slant_up	33.9806339675	35.0330581489
slant_up	34.2506117649	34.4415865654
slant_up	51.1411835714	20.6183237784
slant_up	49.899592066	19.5640835356
slant_up	55.5898773424	26.2992451143
slant_up	55.4820563581	22.8274662445
slant_up	63.5729393821	32.9386176053
slant_up	59.0250770848	28.3220858801
slant_up	62.4237785929	33.4865952868
slant_up	47.849907703	48.556624645
slant_up	52.2685616825	52.8052401961
slant_up	68.8510215758	39.573434273
slant_up	65.6763960251	35.1093154301
slant_up	77.7468851148	47.3718241139
slant_up	80.352934115	47.8002988852
slant_up	60.3375864858	63.0349593272
slant_up	61.6587233282	64.1000234779
slant_up	71.5450389858	72.657716331
slant_up	49.0409566406	77.3625832678
slant_up	51.8868880222	80.1136076892
slant_up	57.968981435	85.3560457326
slant_up	54.855664646	83.7833976656
slant_up	54.1331954613	83.7939960824
slant_up	51.3088252568	80.1363911553
slant_up	61.1203943844	88.7040529069
slant_up	55.5638650304	85.8103751441
slant_up	55.044123361	83.5414106324
slant_up	50.4441853247	78.1958883115
slant_up	43.8277089981	71.0470522123
slant_up	37.7914323802	66.8546410275
slant_up	29.292783111	59.79199693
slant_up	32.1920969515	60.2006509147
slant_up	51.4339355233	99.2568672885
slant_up	67.4641398118	95.999963905
slant_up	65.1507052757	92.5026337368
slant_up	65.5834276962	93.5170609365
slant_up	69.2889731377	99.5795911254
slant_up	81.2694405511	80.635944933
slant_up	78.5757448361	76.8157030942
slant_up	74.1867734997	74.3442041467
slant_up	72.622209414	74.5269656511
slant_up	75.1415195918	73.8196684648
slant_up	75.168667839	73.9004448762
slant_up	85.3242028911	55.3885788252
slant_up	84.090507598	56.301968006
slant_up	86.2562238205	55.8309303793
slant_up	92.5487933153	42.9019079116
slant_up	90.3426345089	37.7803861004
slant_up	85.8191629042	37.5713861819
slant_up	90.4418181137	40.1331134204
slant_up	92.0175590822	39.9179311324
slant_up	95.2605278366	46.008830272
slant_up	41.2902998033	42.3115524113
slant_up	66.4313243161	36.5361097353
slant_up	63.9863468858	32.7134316129
slant_up	61.2696820905	29.3857240482
slant_up	60.7493891909	28.0517363383
slant_up	64.6552305634	16.6122765086
slant_up	68.6382807138	18.5080128963
slant_up	65.7766651568	16.7876560655
slant_up	71.1341263421	19.3859575313
slant_up	63.7231835039	14.5214211957
slant_up	73.0014940701	24.0738125371
slant_up	72.436657497	20.5783451136
slant_up	68.4127671225	19.9131265443
slant_up	52.8583150204	20.2350610035
slant_up	53.5299526734	24.2419155845
slant_up	50.7597410528	18.0893946004
slant_up	42.53480844	10.1698684594
slant_up	41.5303978512	13.3962907452
slant_up	46.7145179915	15.6132744651
slant_up	48.4506176492	16.2122782224
slant_up	59.6326101247	7.05803719901
slant_up	61.6185682473	13.4108227184
slant_up	48.8339891275	17.7259558674
slant_up	45.3426531889	13.9088123935
slant_up	42.4150122932	11.6937810961
slant_up	58.9347650647	9.36920121911
slant_up	60.6836260407	10.6326415569
slant_up	54.8117983683	6.56964870325
slant_up	61.5868424253	11.0275858356
slant_up	59.7160077628	11.5190968617
slant_up	58.4163840114	5.64577748328
slant_up	59.243809528	10.5401420943
slant_up	56.5943646385	8.91734404523
slant_up	68.4925132247	17.9873634289
slant_up	65.0059431717	15.9126686464
slant_up	63.9210367078	15.6209610332
slant_up	53.5129705438	5.87510952836
slant_up	57.8328062743	9.22238462333
slant_up	31.0329174395	28.9281418896
slant_up	31.3332440932	32.5385694785
slant_up	86.4015498466	38.7469331743
slant_up	47.4421116354	98.1843018589
slant_up	46.2647413368	94.1161921613
slant_up	40.1638157437	87.4486723469
slant_down	52.8720214902	97.3432226575
slant_down	59.0141444945	93.5748748733
slant_down	56.3751090389	96.30514763
slant_down	37.8391996844	94.359443503
slant_down	39.8853734176	90.6346620817
slant_down	44.0774051326	84.1258533023
slant_down	31.4970254888	67.9125621568
slant_down	25.9525965456	73.0331803541
slant_down	36.4347239148	62.2940454639
slant_down	24.997482691	75.4415616626
slant_down	32.2462751352	70.1105868383
slant_down	18.1094722949	53.7081103324
slant_down	21.7960992263	49.4995295248
slant_down	24.150491069	47.1885335266
slant_down	28.6031956015	44.2237227
slant_down	20.9319996761	51.6462354868
slant_down	35.4355325251	34.9610381566
slant_down	44.3773828236	57.6847369215
slant_down	46.313692406	55.6855917703
slant_down	46.3860739231	51.0021645381
slant_down	42.4954400876	56.9036815315
slant_down	44.3005150328	58.1329592781
slant_down	46.9882833458	55.4206367313
slant_down	52.4215231623	47.867005488
slant_down	64.090998189	68.6509850107
slant_down	63.0168717563	68.2252589114
slant_down	67.3025779226	64.4134627173
slant_down	67.2259568904	62.4764105301
slant_down	50.309988715	47.2678818553
slant_down	45.4126389249	53.8707976895
slant_down	54.0206071815	47.2698972057
slant_down	49.8420222483	50.5765522936
slant_down	50.7132995657	48.7722867825
slant_down	55.0455549106	45.9862727459
slant_down	37.5437012597	32.8840244657
slant_down	39.7958978066	28.4432191156
slant_down	28.5233910215	39.7966662481
slant_down	31.3996460012	39.2652632229
slant_down	39.2415652162	33.3614166846
slant_down	27.7140565712	42.2500516253
slant_down	32.9607035213	35.8231112903
slant_down	35.4047362397	31.9391621952
slant_down	51.6422264225	50.8383406788
slant_down	34.207620843	33.5938054385
slant_down	36.5234892198	35.6710483891
slant_down	28.4192021281	21.3157482481
